outcome,encoded_bidder_id,N_bids,N_auctions,N_merchandise,N_device,N_time,N_country,N_ip,N_url,url_entropy_per_auction,bids/url,bids/ip,bids/auctions,bids/country,bids/device,count_concurrent_bids,mean_difference,std_difference,min_difference,25_difference,median_difference,75_difference,max_difference,iqrDiff,N_win,q75_bid_count
0.0,913,286.0,26.0,1.0,96.0,286.0,5.0,226.0,87.0,2.0964983926206284,3.2873563218390807,1.2654867256637168,11.0,57.2,2.9791666666666665,0.0,47397414589.10175,70833734865.07164,52631578.0,10947368422.0,26894736842.0,59947368420.0,797684210526.0,48999999998.0,2.0,77.0
0.0,1620,4.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,1.5,4.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.0,2408122807018.0,1984806078664.1858,893789473686.0,1284631578947.0,1675473684208.0,3165289473684.0,4655105263160.0,1880657894737.0,0.0,0.0
0.0,5040,4.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,0.8112781244591328,1.3333333333333333,1.0,2.0,1.3333333333333333,2.0,0.0,24758192982456.0,25590201572078.617,9715421052630.0,9984499999999.0,10253578947368.0,32279578947369.0,54305578947370.0,22295078947370.0,0.0,1.0
0.0,1389,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.584962500721156,1.0,1.0,1.0,1.5,1.0,0.0,4074236842105.0,1276476604625.9658,3171631578948.0,3622934210526.5,4074236842105.0,4525539473683.5,4976842105262.0,902605263157.0,0.0,0.0
0.0,3296,4569.0,275.0,1.0,408.0,4544.0,29.0,3077.0,662.0,6.1695368524033665,6.901812688821752,1.484887877803055,16.614545454545453,157.55172413793105,11.198529411764707,25.0,16919911973.45359,740045980182.1387,0.0,1526315788.0,3684210528.0,8157894736.0,50021421052632.0,6631578948.0,33.0,1208.0
0.0,1866,39.0,18.0,1.0,14.0,39.0,2.0,23.0,9.0,3.7914365135676227,4.333333333333333,1.6956521739130435,2.1666666666666665,19.5,2.7857142857142856,0.0,307749307479.2632,493446021093.6133,421052632.0,31513157895.5,136421052632.0,297934210526.0,2190052631578.0,266421052630.5,0.0,16.0
0.0,5163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3918,100.0,31.0,1.0,29.0,100.0,6.0,66.0,21.0,3.444480558132957,4.761904761904762,1.5151515151515151,3.225806451612903,16.666666666666668,3.4482758620689653,0.0,779632110579.495,5126196488864.505,105263156.0,18447368421.0,85578947368.0,230684210527.0,51012263157892.0,212236842106.0,0.0,36.0
0.0,417,3133.0,132.0,1.0,296.0,3107.0,19.0,986.0,66.0,3.4289461115704367,47.46969696969697,3.1774847870182557,23.734848484848484,164.89473684210526,10.58445945945946,26.0,4351683807.219029,5614507768.829977,0.0,1000000000.0,2473684210.0,5473684210.0,83157894736.0,4473684210.0,2.0,660.0
0.0,6287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,3891,380.0,131.0,1.0,70.0,380.0,1.0,92.0,55.0,6.422211593604771,6.909090909090909,4.130434782608695,2.900763358778626,380.0,5.428571428571429,0.0,203611303985.562,2576441132987.8525,105263158.0,9526315790.0,30421052632.0,82894736842.0,50152578947370.0,73368421052.0,9.0,117.0
0.0,3478,1245.0,185.0,1.0,231.0,1242.0,39.0,828.0,241.0,6.26786510974504,5.16597510373444,1.5036231884057971,6.72972972972973,31.923076923076923,5.3896103896103895,3.0,62120198003.04501,1418169250768.426,0.0,3947368422.0,11631578947.0,26907894737.0,50027842105264.0,22960526315.0,5.0,377.0
0.0,6192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,221,3351.0,289.0,1.0,480.0,3319.0,76.0,2071.0,284.0,6.623126109032711,11.799295774647888,1.6180589087397392,11.59515570934256,44.0921052631579,6.98125,32.0,4068091123.330746,5834194244.69926,0.0,789473684.0,2052631579.0,5000000000.0,94526315788.0,4210526316.0,2.0,840.0
0.0,892,31.0,13.0,1.0,13.0,31.0,4.0,27.0,23.0,2.937121309968139,1.3478260869565217,1.1481481481481481,2.3846153846153846,7.75,2.3846153846153846,0.0,396222807017.5333,727401740798.9071,1631578946.0,64368421052.0,136210526316.0,265947368422.5,3071315789472.0,201578947370.5,0.0,6.0
0.0,4373,45.0,19.0,1.0,2.0,45.0,3.0,5.0,25.0,3.843390663721141,1.8,9.0,2.3684210526315788,15.0,22.5,0.0,1542044258373.182,7874026308275.293,210526316.0,6052631580.5,26894736842.0,163578947368.0,52230157894736.0,157526315787.5,0.0,10.0
0.0,962,11.0,9.0,1.0,8.0,11.0,4.0,10.0,6.0,3.095795255000934,1.8333333333333333,1.1,1.2222222222222223,2.75,1.375,0.0,1218331578947.2,1391660912523.04,3315789474.0,209026315788.0,734578947368.0,1768947368420.5,4521789473684.0,1559921052632.5,0.0,5.0
0.0,5716,4.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,4.0,1.3333333333333333,1.0,4.0,2.0,0.0,18254491228070.0,31457295746668.22,4631578948.0,92684210527.0,180736842106.0,27379421052631.0,54578105263156.0,27286736842104.0,0.0,0.0
0.0,2693,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0,1.0,1.0,2.0,2.0,1.0,0.0,3129157894738.0,0.0,3129157894738.0,3129157894738.0,3129157894738.0,3129157894738.0,3129157894738.0,0.0,0.0,1.0
0.0,2094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,4556,5.0,5.0,1.0,5.0,5.0,3.0,5.0,3.0,2.321928094887362,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,0.0,18151881578947.5,30094122681502.68,169842105262.0,3337289473684.0,4627868421053.0,19442460526316.5,63181947368422.0,16105171052632.5,0.0,2.0
0.0,6614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3131,6540.0,269.0,1.0,408.0,6482.0,65.0,3455.0,1916.0,1.783911443881682,3.4133611691022963,1.8929088277858177,24.312267657992564,100.61538461538461,16.029411764705884,58.0,11821830152.686954,618661519639.1512,0.0,842105264.0,2210526316.0,5000000000.0,50029368421052.0,4157894736.0,2.0,750.0
1.0,3170,2048.0,127.0,1.0,24.0,2044.0,14.0,358.0,5.0,4.8402043735846485,409.6,5.720670391061453,16.125984251968504,146.28571428571428,85.33333333333333,4.0,37763736405.009285,1107466479949.925,0.0,2210526316.0,5789473684.0,13342105264.0,50105210526316.0,11131578948.0,1.0,512.0
0.0,3860,718.0,265.0,1.0,208.0,715.0,48.0,570.0,195.0,7.420473935713977,3.682051282051282,1.2596491228070175,2.709433962264151,14.958333333333334,3.451923076923077,3.0,107712251339.64575,1869220775691.8477,0.0,6105263158.0,18052631580.0,47052631580.0,50069789473684.0,40947368422.0,4.0,208.0
0.0,2439,7.0,3.0,1.0,3.0,7.0,2.0,3.0,3.0,1.1488348542809166,2.3333333333333335,2.3333333333333335,2.3333333333333335,3.5,2.3333333333333335,0.0,678798245614.0,1051152803079.4232,368421052.0,407894736.0,578947368.0,1497118421053.5,2074947368422.0,1496710526317.5,0.0,0.0
0.0,1028,11.0,8.0,1.0,7.0,11.0,6.0,10.0,9.0,2.913977073182752,1.2222222222222223,1.1,1.375,1.8333333333333333,1.5714285714285714,0.0,1288115789473.8,1213636113276.9487,1263157896.0,253960526317.0,1144078947369.0,1968881578947.0,3822894736842.0,1714921052630.0,3.0,3.0
0.0,1766,7.0,1.0,1.0,2.0,7.0,2.0,7.0,4.0,-0.0,1.75,1.0,7.0,3.5,3.5,0.0,1649570175438.3333,1630143190494.9866,190368421052.0,672934210525.0,1003842105262.0,2182368421054.0,4561526315790.0,1509434210529.0,0.0,1.0
0.0,1646,8.0,8.0,1.0,8.0,8.0,5.0,8.0,7.0,3.0,1.1428571428571428,1.0,1.0,1.6,1.0,0.0,1299646616541.1428,1680893167884.0554,22157894738.0,78236842106.0,243105263156.0,2192552631579.0,4290684210524.0,2114315789473.0,0.0,0.0
0.0,3556,250.0,11.0,1.0,91.0,250.0,19.0,231.0,49.0,0.40455561623249153,5.1020408163265305,1.0822510822510822,22.727272727272727,13.157894736842104,2.7472527472527473,0.0,309763897696.0482,3170404618982.113,684210526.0,31052631578.0,68052631578.0,135631578948.0,50096789473684.0,104578947370.0,1.0,50.0
1.0,2675,281.0,26.0,1.0,1.0,277.0,2.0,8.0,7.0,3.748961008326378,40.142857142857146,35.125,10.807692307692308,140.5,281.0,4.0,12376127819.55,195306746111.6106,0.0,368421052.0,578947368.0,894736842.0,3268789473686.0,526315790.0,2.0,60.0
0.0,2739,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4281000000000.0,0.0,4281000000000.0,4281000000000.0,4281000000000.0,4281000000000.0,4281000000000.0,0.0,1.0,1.0
0.0,5213,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.9182958340544896,1.5,1.0,1.5,1.5,1.5,0.0,35632157894737.0,47170423482319.11,2277631578948.0,18954894736842.5,35632157894737.0,52309421052631.5,68986684210526.0,33354526315789.0,0.0,1.0
0.0,3153,4546.0,175.0,1.0,373.0,4523.0,55.0,2686.0,12.0,4.541920419403942,378.8333333333333,1.6924795234549517,25.97714285714286,82.65454545454546,12.187667560321715,23.0,17006415378.379759,741997360430.4663,0.0,1263157896.0,3368421052.0,7526315790.0,50025947368422.0,6263157894.0,2.0,1057.0
0.0,5287,8.0,4.0,1.0,7.0,8.0,6.0,8.0,3.0,1.5487949406953985,2.6666666666666665,1.0,2.0,1.3333333333333333,1.1428571428571428,0.0,9163962406014.857,21197703159035.145,257894736840.0,454499999999.0,487631578948.0,2658868421054.0,57175473684210.0,2204368421055.0,0.0,0.0
0.0,2814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,6444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4219,158.0,36.0,1.0,70.0,158.0,4.0,128.0,51.0,3.568938017470501,3.0980392156862746,1.234375,4.388888888888889,39.5,2.257142857142857,0.0,488539389875.94904,4001273296516.7656,473684212.0,37736842104.0,90736842106.0,226210526316.0,50243631578948.0,188473684212.0,3.0,37.0
0.0,5442,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,0.9182958340544896,3.0,1.0,1.5,3.0,3.0,0.0,2064184210526.0,2464862590774.937,321263157896.0,1192723684211.0,2064184210526.0,2935644736841.0,3807105263156.0,1742921052630.0,0.0,0.0
0.0,1869,34.0,17.0,1.0,8.0,33.0,5.0,25.0,1.0,3.617634357396307,34.0,1.36,2.0,6.8,4.25,1.0,343626794258.36365,671397918567.1396,0.0,27210526314.0,106157894736.0,344210526316.0,3213842105264.0,317000000002.0,1.0,11.0
0.0,528,22.0,13.0,1.0,11.0,22.0,3.0,22.0,1.0,3.3908054820769817,22.0,1.0,1.6923076923076923,7.333333333333333,2.0,0.0,628761904761.9048,606189148556.9756,6105263158.0,168842105262.0,375210526316.0,809473684210.0,2015368421054.0,640631578948.0,2.0,4.0
0.0,376,898.0,60.0,1.0,191.0,896.0,72.0,633.0,720.0,4.006480470474347,1.2472222222222222,1.4186413902053712,14.966666666666667,12.472222222222221,4.701570680628272,2.0,15196913688.90301,43615325747.06445,0.0,1894736842.0,4526315788.0,10736842104.0,620052631580.0,8842105262.0,0.0,500.0
0.0,3885,62.0,44.0,1.0,28.0,62.0,8.0,53.0,8.0,5.115903270854018,7.75,1.169811320754717,1.4090909090909092,7.75,2.2142857142857144,0.0,1264404659188.9836,6661024524523.201,578947370.0,78000000000.0,234894736842.0,681947368420.0,52326157894736.0,603947368420.0,0.0,15.0
0.0,5541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5144,7.0,6.0,1.0,3.0,7.0,2.0,6.0,1.0,2.521640636343318,7.0,1.1666666666666667,1.1666666666666667,3.5,2.3333333333333335,0.0,11466035087719.334,25203085293930.543,315789472.0,103078947368.5,531210526317.0,3886197368421.5,62768578947368.0,3783118421053.0,0.0,0.0
0.0,3151,1582.0,187.0,1.0,271.0,1575.0,60.0,1159.0,494.0,3.6136267165310696,3.2024291497975708,1.364969801553063,8.459893048128341,26.366666666666667,5.837638376383764,7.0,48003961516.69576,1267881439784.0105,0.0,1947368420.0,5105263158.0,12263157894.0,50369789473684.0,10315789474.0,1.0,99.0
0.0,3943,172.0,36.0,1.0,78.0,172.0,19.0,152.0,78.0,4.272210456326115,2.2051282051282053,1.131578947368421,4.777777777777778,9.052631578947368,2.2051282051282053,0.0,449605109264.386,4343795512656.1953,368421052.0,15342105264.0,48157894738.0,107789473684.0,56789684210526.0,92447368420.0,1.0,12.0
0.0,6373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2565,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.584962500721156,1.5,1.5,1.0,3.0,1.5,0.0,2565710526316.0,3624592144215.12,2736842106.0,1284223684211.0,2565710526316.0,3847197368421.0,5128684210526.0,2562973684210.0,0.0,1.0
1.0,92,1103.0,107.0,1.0,4.0,1095.0,29.0,836.0,4.0,5.284154899914926,275.75,1.319377990430622,10.30841121495327,38.03448275862069,275.75,8.0,12362260005.731398,17158371730.707777,0.0,2631578946.0,6447368421.0,15881578946.0,193157894736.0,13250000000.0,4.0,282.0
0.0,2396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,4204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,781,204.0,7.0,1.0,94.0,204.0,9.0,112.0,54.0,1.599495441467592,3.7777777777777777,1.8214285714285714,29.142857142857142,22.666666666666668,2.1702127659574466,0.0,63713767176.56158,103523080887.91446,105263158.0,9315789474.0,32631578948.0,80000000000.0,909000000000.0,70684210526.0,0.0,37.0
0.0,5812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1897,8.0,7.0,1.0,6.0,8.0,2.0,8.0,2.0,2.75,4.0,1.0,1.1428571428571428,4.0,1.3333333333333333,0.0,1505601503759.4285,1603179418609.1611,60421052632.0,238263157894.0,1080684210528.0,2343184210526.0,4235210526316.0,2104921052632.0,1.0,0.0
0.0,5474,11.0,9.0,1.0,4.0,11.0,5.0,5.0,1.0,3.0957952550009344,11.0,2.2,1.2222222222222223,2.2,2.75,0.0,6844300000000.0,16371606879021.273,894736842.0,744947368420.5,2102368421052.0,2838934210526.5,53334368421054.0,2093986842106.0,0.0,2.0
0.0,1640,6.0,3.0,1.0,4.0,6.0,4.0,6.0,5.0,1.2516291673878228,1.2,1.0,2.0,1.5,1.5,0.0,1633978947368.0,1137470890682.2449,28894736840.0,1438052631578.0,1496052631578.0,2028157894738.0,3178736842106.0,590105263160.0,0.0,0.0
1.0,3210,6127.0,332.0,1.0,195.0,6069.0,8.0,3047.0,58.0,6.4330209097234485,105.63793103448276,2.0108303249097474,18.454819277108435,765.875,31.42051282051282,58.0,12616844510.885406,639122442336.7057,0.0,842105262.0,2315789472.0,5421052632.0,50025000000000.0,4578947370.0,7.0,1818.0
0.0,4932,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,-0.0,1.0,1.0,3.0,1.0,1.0,0.0,4010815789473.0,2517337357169.8174,2230789473684.0,3120802631578.5,4010815789473.0,4900828947367.5,5790842105262.0,1780026315789.0,0.0,0.0
0.0,6615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2203,4.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1.5,4.0,2.0,1.3333333333333333,4.0,4.0,0.0,597245614035.3334,526304184960.30975,7578947368.0,386157894737.0,764736842106.0,892078947369.0,1019421052632.0,505921052632.0,2.0,0.0
0.0,3514,242.0,122.0,1.0,100.0,242.0,34.0,201.0,112.0,6.544885265666039,2.1607142857142856,1.2039800995024876,1.9836065573770492,7.117647058823529,2.42,0.0,319281502511.4689,3229747954492.189,315789474.0,14263157894.0,59210526316.0,178315789476.0,50199578947368.0,164052631582.0,0.0,62.0
0.0,2032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3022,17006.0,1210.0,1.0,954.0,16706.0,117.0,8926.0,11724.0,8.25900205462515,1.4505288297509382,1.905220703562626,14.054545454545455,145.35042735042734,17.82599580712788,300.0,4545845649.112614,383592197228.86945,0.0,421052632.0,1052631578.0,2157894738.0,50022736842104.0,1736842106.0,29.0,4399.0
0.0,2166,7.0,4.0,1.0,2.0,7.0,5.0,7.0,1.0,1.8423709931771086,7.0,1.0,1.75,1.4,3.5,0.0,500947368421.0,1046436109782.5924,26578947368.0,42197368422.0,79973684210.0,135947368420.0,2634947368422.0,93749999998.0,0.0,0.0
0.0,5785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,339,455.0,59.0,1.0,147.0,455.0,13.0,227.0,135.0,4.804125506473546,3.3703703703703702,2.004405286343612,7.711864406779661,35.0,3.0952380952380953,0.0,30026431718.061672,35819449845.20297,52631578.0,5434210526.5,16973684209.0,41763157895.5,223526315792.0,36328947369.0,0.0,115.0
0.0,6411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
